dataset	bialsites_avg	sf_avg	sxA_avg	sxB_avg	ss_avg	successive_ss_avg	piA_avg	piB_avg	thetaA_avg	thetaB_avg	DtajA_avg	DtajB_avg	divAB_avg	netdivAB_avg	minDivAB_avg	maxDivAB_avg	Gmin_avg	Gmax_avg	FST_avg	ss_sf	ss_noSf	noSs_sf	noSs_noSf
LG14_13530000_13535000	48.00000	0.00000	0.00084	0.00883	0.00042	0.00000	0.00046	0.00380	0.00055	0.00405	-0.93169	-0.39919	0.00255	0.00042	0.00021	0.00631	0.08257	2.47706	0.09622	0.00000	1.00000	0.00000	0.00000
LG14_13570000_13575000	61.00000	0.00000	0.00185	0.00719	0.00349	4.00000	0.00244	0.00419	0.00234	0.00468	0.26578	-0.66827	0.00389	0.00058	0.00062	0.00698	0.15836	1.79472	0.08679	0.00000	1.00000	0.00000	0.00000
LG14_13645000_13650000	34.00000	0.00000	0.00145	0.00393	0.00166	1.00000	0.00135	0.00233	0.00136	0.00245	-0.03379	-0.29808	0.00243	0.00058	0.00062	0.00476	0.25592	1.96209	0.14746	0.00000	1.00000	0.00000	0.00000
LG14_14080000_14085000	70.00000	0.00000	0.00274	0.00822	0.00379	4.00000	0.00317	0.00483	0.00286	0.00526	0.69587	-0.52218	0.00446	0.00046	0.00126	0.00906	0.28346	2.03150	0.05856	0.00000	1.00000	0.00000	0.00000
LG14_14315000_14320000	74.00000	0.00000	0.00414	0.00724	0.00393	3.00000	0.00386	0.00440	0.00354	0.00490	0.59221	-0.64643	0.00443	0.00029	0.00145	0.00807	0.32727	1.82338	0.03740	0.00000	1.00000	0.00000	0.00000
LG14_14380000_14385000	67.00000	0.00000	0.00313	0.00668	0.00418	2.00000	0.00304	0.00441	0.00320	0.00476	-0.32993	-0.46182	0.00397	0.00024	0.00021	0.00898	0.05263	2.26316	0.03445	0.00000	1.00000	0.00000	0.00000
LG14_14745000_14750000	78.00000	0.00000	0.00359	0.00886	0.00401	7.00000	0.00311	0.00533	0.00333	0.00564	-0.41704	-0.34852	0.00509	0.00087	0.00169	0.01098	0.33180	2.15668	0.10082	0.00000	1.00000	0.00000	0.00000
LG14_14900000_14905000	62.00000	0.00000	0.00501	0.00522	0.00271	1.00000	0.00287	0.00376	0.00338	0.00347	-0.97118	0.51987	0.00383	0.00051	0.00084	0.00919	0.21818	2.40000	0.07817	0.00000	1.00000	0.00000	0.00000
LG14_15110000_15115000	79.00000	0.00000	0.00167	0.01085	0.00396	9.00000	0.00202	0.00602	0.00247	0.00649	-1.15256	-0.46150	0.00681	0.00278	0.00313	0.00897	0.45997	1.31857	0.27420	0.00000	1.00000	0.00000	0.00000
LG14_17805000_17810000	86.00000	0.00000	0.00230	0.01233	0.00334	2.00000	0.00235	0.00610	0.00247	0.00686	-0.29808	-0.71547	0.00482	0.00059	0.00000	0.00836	0.00000	1.73494	0.07070	0.00000	1.00000	0.00000	0.00000
LG14_18125000_18130000	63.00000	0.00000	0.00316	0.00484	0.00526	3.00000	0.00348	0.00456	0.00369	0.00443	-0.35868	0.19638	0.00423	0.00021	0.00042	0.00758	0.09945	1.79006	0.02806	0.00000	1.00000	0.00000	0.00000
LG14_18360000_18365000	52.00000	0.00000	0.00443	0.00295	0.00359	4.00000	0.00356	0.00309	0.00351	0.00286	0.08590	0.50906	0.00339	0.00006	0.00106	0.00591	0.31142	1.74394	0.00990	0.00000	1.00000	0.00000	0.00000
LG14_20250000_20255000	105.00000	0.00000	0.00402	0.00487	0.01334	20.00000	0.00816	0.00805	0.00761	0.00798	0.47079	0.05754	0.00792	-0.00019	0.00169	0.01525	0.21397	1.92571	-0.01267	0.00000	1.00000	0.00000	0.00000
LG14_21170000_21175000	83.00000	0.00000	0.00228	0.00705	0.00788	10.00000	0.00405	0.00687	0.00445	0.00654	-0.57499	0.32693	0.00573	0.00028	0.00104	0.00995	0.18072	1.73494	0.02688	0.00000	1.00000	0.00000	0.00000
LG15_190000_195000	75.00000	0.00000	0.00207	0.00663	0.00684	4.00000	0.00390	0.00535	0.00390	0.00590	-0.01090	-0.60271	0.00438	-0.00025	0.00083	0.00829	0.18947	1.89474	-0.02995	0.00000	1.00000	0.00000	0.00000
LG15_705000_710000	15.00000	0.00000	0.00061	0.00224	0.00020	0.00000	0.00027	0.00102	0.00036	0.00107	-1.29503	-0.29572	0.00093	0.00028	0.00000	0.00183	0.00000	1.97561	0.19305	0.00000	1.00000	0.00000	0.00000
LG15_885000_890000	68.00000	0.00000	0.00147	0.00903	0.00378	3.00000	0.00204	0.00639	0.00230	0.00561	-0.69938	0.88647	0.00525	0.00104	0.00021	0.01113	0.04000	2.12000	0.11824	0.00000	1.00000	0.00000	0.00000
LG15_1805000_1810000	61.00000	0.00000	0.00144	0.00595	0.00513	4.00000	0.00271	0.00488	0.00287	0.00485	-0.36886	0.04079	0.00484	0.00105	0.00021	0.00779	0.04235	1.60941	0.13096	0.00000	1.00000	0.00000	0.00000
LG15_2080000_2085000	54.00000	0.00000	0.00021	0.00535	0.00555	8.00000	0.00192	0.00407	0.00252	0.00477	-1.51027	-0.94266	0.00288	-0.00012	0.00000	0.00843	0.00000	2.92857	-0.02168	0.00000	1.00000	0.00000	0.00000
LG15_2610000_2615000	68.00000	0.00000	0.00187	0.00854	0.00375	2.00000	0.00258	0.00490	0.00246	0.00538	0.30718	-0.57333	0.00450	0.00076	0.00083	0.00833	0.18509	1.85090	0.09962	0.00000	1.00000	0.00000	0.00000
LG15_4870000_4875000	31.00000	0.00000	0.00225	0.00184	0.00225	2.00000	0.00195	0.00171	0.00197	0.00179	-0.06619	-0.30370	0.00182	-0.00001	0.00000	0.00287	0.00000	1.57500	-0.00272	0.00000	1.00000	0.00000	0.00000
LG15_5370000_5375000	95.00000	0.00000	0.00341	0.01192	0.00490	8.00000	0.00315	0.00742	0.00364	0.00737	-0.85126	0.04997	0.00578	0.00050	0.00000	0.00958	0.00000	1.65644	0.04875	0.00000	1.00000	0.00000	0.00000
LG15_5500000_5505000	82.00000	0.00295	0.00105	0.01053	0.00274	4.00000	0.00181	0.00554	0.00166	0.00581	0.56549	-0.29316	0.00733	0.00366	0.00463	0.01263	0.63158	1.72249	0.35163	1.00000	0.00000	0.00000	0.00000
LG15_6120000_6125000	74.00000	0.00000	0.00567	0.00609	0.00378	2.00000	0.00382	0.00413	0.00414	0.00432	-0.48933	-0.28521	0.00412	0.00014	0.00126	0.00714	0.30595	1.73371	0.01915	0.00000	1.00000	0.00000	0.00000
LG15_6330000_6335000	61.00000	0.00000	0.00460	0.00543	0.00272	2.00000	0.00329	0.00354	0.00320	0.00357	0.16799	-0.05486	0.00416	0.00074	0.00063	0.00878	0.15084	2.11173	0.10614	0.00000	1.00000	0.00000	0.00000
LG15_7075000_7080000	30.00000	0.00000	0.00144	0.00350	0.00123	2.00000	0.00115	0.00173	0.00117	0.00207	-0.10033	-1.04323	0.00165	0.00021	0.00041	0.00370	0.25000	2.25000	0.07229	0.00000	1.00000	0.00000	0.00000
LG15_7220000_7225000	57.00000	0.00000	0.00146	0.00416	0.00625	6.00000	0.00393	0.00480	0.00337	0.00456	1.04634	0.34200	0.00427	-0.00010	0.00167	0.00750	0.39024	1.75610	-0.01229	0.00000	1.00000	0.00000	0.00000
LG15_8590000_8595000	57.00000	0.00000	0.00458	0.00520	0.00208	0.00000	0.00309	0.00280	0.00292	0.00319	0.38582	-0.77253	0.00319	0.00024	0.00021	0.00749	0.06522	2.34783	0.04299	0.00000	1.00000	0.00000	0.00000
LG15_8615000_8620000	70.00000	0.00000	0.00359	0.00570	0.00549	4.00000	0.00415	0.00497	0.00397	0.00490	0.28314	0.08887	0.00464	0.00008	0.00190	0.00865	0.40909	1.86364	0.01000	0.00000	1.00000	0.00000	0.00000
LG15_9205000_9210000	53.00000	0.00000	0.00270	0.00676	0.00248	3.00000	0.00234	0.00400	0.00227	0.00405	0.20391	-0.07923	0.00399	0.00082	0.00045	0.00789	0.11285	1.97492	0.12415	0.00000	1.00000	0.00000	0.00000
LG15_9320000_9325000	53.00000	0.00000	0.00309	0.00485	0.00375	2.00000	0.00285	0.00370	0.00299	0.00376	-0.30044	-0.10464	0.00410	0.00083	0.00132	0.00727	0.32239	1.77313	0.12079	0.00000	1.00000	0.00000	0.00000
LG15_9395000_9400000	78.00000	0.00000	0.00168	0.00568	0.00905	14.00000	0.00477	0.00696	0.00470	0.00645	0.09495	0.50613	0.00672	0.00086	0.00021	0.01136	0.03130	1.69043	0.07392	0.00000	1.00000	0.00000	0.00000
LG15_10365000_10370000	73.00000	0.00000	0.00291	0.00768	0.00457	2.00000	0.00345	0.00500	0.00327	0.00536	0.33650	-0.44074	0.00449	0.00027	0.00145	0.00934	0.32391	2.08226	0.03314	0.00000	1.00000	0.00000	0.00000
LG15_11120000_11125000	59.00000	0.00000	0.00083	0.01099	0.00041	0.00000	0.00041	0.00456	0.00054	0.00499	-1.36732	-0.55617	0.00317	0.00068	0.00021	0.01016	0.06545	3.20727	0.12967	0.00000	1.00000	0.00000	0.00000
LG15_11635000_11640000	54.00000	0.00000	0.00084	0.00819	0.00231	2.00000	0.00136	0.00413	0.00138	0.00460	-0.09634	-0.65282	0.00284	0.00009	0.00021	0.00756	0.07407	2.66667	0.01777	0.00000	1.00000	0.00000	0.00000
LG15_12840000_12845000	45.00000	0.00000	0.00147	0.00168	0.00631	16.00000	0.00300	0.00419	0.00341	0.00350	-0.76157	1.26017	0.00362	0.00003	0.00021	0.00715	0.05806	1.97419	0.00388	0.00000	1.00000	0.00000	0.00000
LG15_12940000_12945000	94.00000	0.00000	0.00479	0.01083	0.00396	2.00000	0.00358	0.00591	0.00383	0.00647	-0.41460	-0.55815	0.00505	0.00031	0.00125	0.01062	0.24714	2.10069	0.03415	0.00000	1.00000	0.00000	0.00000
LG15_13440000_13445000	96.00000	0.00000	0.00331	0.00574	0.01214	6.00000	0.00710	0.00808	0.00677	0.00783	0.31010	0.20465	0.00759	0.00000	0.00287	0.01259	0.37803	1.65751	0.00035	0.00000	1.00000	0.00000	0.00000
LG15_13880000_13885000	87.00000	0.00000	0.00336	0.00883	0.00609	5.00000	0.00398	0.00632	0.00414	0.00654	-0.25138	-0.21296	0.00732	0.00217	0.00063	0.01261	0.08612	1.72249	0.18703	0.00000	1.00000	0.00000	0.00000
LG15_14365000_14370000	28.00000	0.00000	0.00166	0.00331	0.00083	1.00000	0.00097	0.00170	0.00109	0.00181	-0.68157	-0.39880	0.00148	0.00015	0.00021	0.00290	0.13953	1.95349	0.05854	0.00000	1.00000	0.00000	0.00000
LG15_15840000_15845000	112.00000	0.00000	0.00247	0.01316	0.00740	3.00000	0.00440	0.00880	0.00432	0.00900	0.11516	-0.14693	0.00783	0.00124	0.00123	0.01439	0.15743	1.83673	0.09268	0.00000	1.00000	0.00000	0.00000
LG15_16165000_16170000	102.00000	0.00000	0.00376	0.01064	0.00689	2.00000	0.00468	0.00689	0.00466	0.00768	0.01843	-0.66445	0.00615	0.00036	0.00292	0.00939	0.47547	1.52830	0.03321	0.00000	1.00000	0.00000	0.00000
LG15_16730000_16735000	93.00000	0.00000	0.00398	0.00797	0.00755	4.00000	0.00499	0.00668	0.00505	0.00680	-0.07662	-0.10778	0.00570	-0.00014	0.00105	0.01007	0.18405	1.76687	-0.01324	0.00000	1.00000	0.00000	0.00000
LG15_17320000_17325000	114.00000	0.00000	0.00129	0.01160	0.01160	8.00000	0.00600	0.00982	0.00564	0.01016	0.40494	-0.21412	0.00790	-0.00001	0.00150	0.01611	0.19033	2.03927	-0.00082	0.00000	1.00000	0.00000	0.00000
LG15_17480000_17485000	113.00000	0.00000	0.00474	0.01031	0.00825	8.00000	0.00533	0.00779	0.00569	0.00813	-0.40191	-0.26473	0.00752	0.00096	0.00206	0.01154	0.27397	1.53425	0.07404	0.00000	1.00000	0.00000	0.00000
LG15_18165000_18170000	93.00000	0.00000	0.00646	0.00458	0.00834	4.00000	0.00621	0.00532	0.00648	0.00566	-0.26819	-0.38353	0.00656	0.00080	0.00333	0.01084	0.50794	1.65079	0.07026	0.00000	1.00000	0.00000	0.00000
LG15_18370000_18375000	68.00000	0.00000	0.00295	0.00928	0.00211	1.00000	0.00245	0.00471	0.00222	0.00499	0.65179	-0.35707	0.00510	0.00152	0.00042	0.00739	0.08276	1.44828	0.18796	0.00000	1.00000	0.00000	0.00000
LG15_19380000_19385000	80.00000	0.00021	0.00190	0.00737	0.00737	6.00000	0.00430	0.00609	0.00406	0.00646	0.37482	-0.36202	0.00585	0.00066	0.00147	0.00948	0.25200	1.62000	0.06437	1.00000	0.00000	0.00000	0.00000
LG15_21360000_21365000	95.00000	0.00000	0.00314	0.00775	0.00900	9.00000	0.00526	0.00789	0.00532	0.00733	-0.06779	0.48413	0.00657	-0.00000	0.00167	0.01130	0.25487	1.72035	-0.00019	0.00000	1.00000	0.00000	0.00000
LG15_21525000_21530000	168.00000	0.00000	0.00350	0.01316	0.01789	10.00000	0.01005	0.01335	0.00937	0.01360	0.47116	-0.11744	0.01240	0.00069	0.00535	0.01912	0.43134	1.54286	0.03136	0.00000	1.00000	0.00000	0.00000
LG15_21570000_21575000	52.00000	0.00000	0.00506	0.00265	0.00482	2.00000	0.00422	0.00303	0.00432	0.00327	-0.15032	-0.45611	0.00351	-0.00012	0.00096	0.00674	0.27481	1.92366	-0.01885	0.00000	1.00000	0.00000	0.00000
LG16_275000_280000	74.00000	0.00000	0.00332	0.00726	0.00477	4.00000	0.00350	0.00503	0.00354	0.00527	-0.07975	-0.28692	0.00496	0.00070	0.00187	0.00892	0.37587	1.79582	0.08222	0.00000	1.00000	0.00000	0.00000
LG16_560000_565000	53.00000	0.00021	0.00411	0.00288	0.00370	6.00000	0.00352	0.00252	0.00342	0.00288	0.18801	-0.79148	0.00353	0.00051	0.00123	0.00514	0.34951	1.45631	0.08385	1.00000	0.00000	0.00000	0.00000
LG16_1310000_1315000	105.00000	0.00000	0.00550	0.00952	0.00720	6.00000	0.00553	0.00720	0.00556	0.00732	-0.03522	-0.11155	0.00650	0.00014	0.00106	0.01270	0.16275	1.95298	0.01175	0.00000	1.00000	0.00000	0.00000
LG16_1510000_1515000	57.00000	0.00000	0.00527	0.00485	0.00190	2.00000	0.00307	0.00277	0.00314	0.00296	-0.15246	-0.39904	0.00354	0.00062	0.00042	0.00844	0.11921	2.38411	0.10402	0.00000	1.00000	0.00000	0.00000
LG16_1925000_1930000	92.00000	0.00000	0.00335	0.00732	0.00858	9.00000	0.00473	0.00720	0.00522	0.00696	-0.60791	0.21598	0.00677	0.00080	0.00146	0.01088	0.21649	1.60825	0.06835	0.00000	1.00000	0.00000	0.00000
LG16_2135000_2140000	71.00000	0.00000	0.00483	0.00336	0.00672	6.00000	0.00483	0.00436	0.00506	0.00442	-0.28975	-0.08789	0.00458	-0.00002	0.00189	0.00861	0.41327	1.88265	-0.00222	0.00000	1.00000	0.00000	0.00000
LG16_2285000_2290000	117.00000	0.00000	0.00812	0.01187	0.00437	3.00000	0.00498	0.00659	0.00547	0.00711	-0.57320	-0.47069	0.00628	0.00049	0.00146	0.01249	0.23204	1.98895	0.04438	0.00000	1.00000	0.00000	0.00000
LG16_2535000_2540000	54.00000	0.00021	0.00233	0.00658	0.00233	8.00000	0.00205	0.00403	0.00204	0.00390	0.02059	0.21034	0.00444	0.00140	0.00191	0.00721	0.42971	1.62334	0.20101	1.00000	0.00000	0.00000	0.00000
LG16_2610000_2615000	65.00000	0.00000	0.00361	0.00806	0.00212	1.00000	0.00246	0.00450	0.00251	0.00446	-0.12006	0.05424	0.00410	0.00062	0.00149	0.00849	0.36207	2.06897	0.08889	0.00000	1.00000	0.00000	0.00000
LG16_2770000_2775000	83.00000	0.00000	0.00434	0.00496	0.00785	7.00000	0.00507	0.00551	0.00534	0.00561	-0.32472	-0.11521	0.00517	-0.00012	0.00124	0.00930	0.24000	1.80000	-0.01295	0.00000	1.00000	0.00000	0.00000
LG16_3560000_3565000	45.00000	0.00000	0.00374	0.00291	0.00270	1.00000	0.00243	0.00237	0.00282	0.00246	-0.89199	-0.22687	0.00251	0.00011	0.00042	0.00374	0.16590	1.49309	0.02410	0.00000	1.00000	0.00000	0.00000
LG16_3570000_3575000	48.00000	0.00000	0.00210	0.00503	0.00294	2.00000	0.00207	0.00345	0.00220	0.00349	-0.38560	-0.06727	0.00364	0.00087	0.00147	0.00650	0.40385	1.78846	0.14720	0.00000	1.00000	0.00000	0.00000
LG16_4205000_4210000	66.00000	0.00000	0.00191	0.00614	0.00593	3.00000	0.00314	0.00508	0.00343	0.00529	-0.55196	-0.24782	0.00450	0.00039	0.00021	0.00784	0.04712	1.74346	0.04874	0.00000	1.00000	0.00000	0.00000
LG16_4685000_4690000	91.00000	0.00000	0.00318	0.01039	0.00573	4.00000	0.00394	0.00696	0.00390	0.00706	0.07147	-0.09385	0.00763	0.00218	0.00106	0.01293	0.13889	1.69444	0.17939	0.00000	1.00000	0.00000	0.00000
LG16_5550000_5555000	63.00000	0.00000	0.00274	0.00800	0.00253	1.00000	0.00212	0.00417	0.00231	0.00461	-0.50759	-0.61381	0.00387	0.00073	0.00063	0.00674	0.16314	1.74018	0.11207	0.00000	1.00000	0.00000	0.00000
LG16_7495000_7500000	83.00000	0.00000	0.00421	0.01285	0.00042	0.00000	0.00242	0.00556	0.00203	0.00581	1.19212	-0.27762	0.00496	0.00097	0.00126	0.01243	0.25472	2.50472	0.11751	0.00000	1.00000	0.00000	0.00000
LG16_7885000_7890000	119.00000	0.00273	0.00356	0.01593	0.00273	2.00000	0.00228	0.00795	0.00275	0.00817	-1.09544	-0.17305	0.00921	0.00410	0.00356	0.01447	0.38685	1.57016	0.30406	1.00000	0.00000	0.00000	0.00000
LG16_8190000_8195000	93.00000	0.00000	0.00458	0.01312	0.00167	2.00000	0.00269	0.00660	0.00274	0.00648	-0.09901	0.11842	0.00700	0.00236	0.00042	0.01229	0.05950	1.75537	0.21671	0.00000	1.00000	0.00000	0.00000
LG16_8300000_8305000	45.00000	0.00021	0.00294	0.00526	0.00105	2.00000	0.00150	0.00258	0.00175	0.00276	-0.88991	-0.42044	0.00376	0.00172	0.00063	0.00673	0.16770	1.78882	0.31529	1.00000	0.00000	0.00000	0.00000
LG16_8805000_8810000	70.00000	0.00000	0.00499	0.00229	0.00728	5.00000	0.00559	0.00406	0.00537	0.00419	0.25539	-0.19456	0.00476	-0.00006	0.00083	0.01019	0.17476	2.14078	-0.00737	0.00000	1.00000	0.00000	0.00000
LG16_10185000_10190000	56.00000	0.00000	0.00208	0.00685	0.00270	1.00000	0.00192	0.00361	0.00209	0.00418	-0.50280	-0.87202	0.00294	0.00017	0.00062	0.00519	0.21176	1.76471	0.03297	0.00000	1.00000	0.00000	0.00000
LG16_11825000_11830000	69.00000	0.00000	0.00752	0.00355	0.00334	4.00000	0.00462	0.00309	0.00476	0.00302	-0.18029	0.15268	0.00411	0.00025	0.00084	0.00752	0.20339	1.83051	0.03423	0.00000	1.00000	0.00000	0.00000
LG16_12525000_12530000	92.00000	0.00000	0.00291	0.00643	0.00975	12.00000	0.00611	0.00737	0.00554	0.00709	0.66193	0.25909	0.00648	-0.00027	0.00187	0.01536	0.28826	2.37011	-0.02192	0.00000	1.00000	0.00000	0.00000
LG16_13460000_13465000	89.00000	0.00000	0.00350	0.00535	0.00947	7.00000	0.00656	0.00644	0.00568	0.00649	0.99639	-0.05437	0.00690	0.00040	0.00144	0.01194	0.20896	1.73134	0.03233	0.00000	1.00000	0.00000	0.00000
LG16_13715000_13720000	33.00000	0.00000	0.00164	0.00308	0.00205	6.00000	0.00151	0.00236	0.00162	0.00225	-0.43381	0.29789	0.00223	0.00029	0.00000	0.00390	0.00000	1.75385	0.07679	0.00000	1.00000	0.00000	0.00000
LG16_13825000_13830000	33.00000	0.00000	0.00206	0.00268	0.00206	1.00000	0.00203	0.00193	0.00180	0.00207	0.78997	-0.41966	0.00207	0.00009	0.00103	0.00350	0.49724	1.69061	0.02335	0.00000	1.00000	0.00000	0.00000
LG16_13880000_13885000	55.00000	0.00000	0.00164	0.00922	0.00041	0.00000	0.00076	0.00378	0.00090	0.00422	-0.88622	-0.65833	0.00257	0.00030	0.00020	0.00860	0.07965	3.34513	0.06675	0.00000	1.00000	0.00000	0.00000
LG16_14270000_14275000	105.00000	0.00000	0.00478	0.01497	0.00208	2.00000	0.00276	0.00706	0.00301	0.00747	-0.52112	-0.35549	0.00622	0.00131	0.00208	0.01268	0.33457	2.04089	0.12691	0.00000	1.00000	0.00000	0.00000
LG16_15900000_15905000	71.00000	0.00000	0.00397	0.00313	0.00773	5.00000	0.00568	0.00449	0.00513	0.00476	0.69999	-0.36798	0.00569	0.00060	0.00293	0.00857	0.51429	1.50612	0.06082	0.00000	1.00000	0.00000	0.00000
LG16_16035000_16040000	75.00000	0.00000	0.00484	0.00715	0.00378	3.00000	0.00341	0.00495	0.00378	0.00479	-0.62430	0.21385	0.00461	0.00044	0.00042	0.00883	0.09114	1.91392	0.05397	0.00000	1.00000	0.00000	0.00000
LG16_16915000_16920000	104.00000	0.00042	0.00585	0.00690	0.00857	9.00000	0.00600	0.00688	0.00631	0.00677	-0.31650	0.10429	0.00796	0.00152	0.00251	0.01316	0.31487	1.65306	0.11406	1.00000	0.00000	0.00000	0.00000
LG16_18790000_18795000	50.00000	0.00000	0.00253	0.00190	0.00612	7.00000	0.00425	0.00367	0.00379	0.00351	0.77393	0.29012	0.00372	-0.00024	0.00063	0.00676	0.17035	1.81703	-0.03475	0.00000	1.00000	0.00000	0.00000
LG16_19315000_19320000	22.00000	0.00000	0.00084	0.00230	0.00147	1.00000	0.00095	0.00145	0.00101	0.00165	-0.35676	-0.74938	0.00116	-0.00004	0.00021	0.00251	0.18000	2.16000	-0.01720	0.00000	1.00000	0.00000	0.00000
LG16_19810000_19815000	95.00000	0.00000	0.00272	0.00858	0.00858	4.00000	0.00528	0.00723	0.00495	0.00752	0.42057	-0.24772	0.00643	0.00018	0.00293	0.00921	0.45570	1.43219	0.01538	0.00000	1.00000	0.00000	0.00000
LG16_24085000_24090000	116.00000	0.00000	0.00580	0.00746	0.01078	7.00000	0.00674	0.00786	0.00726	0.00799	-0.46075	-0.10164	0.00758	0.00027	0.00352	0.01078	0.46505	1.42249	0.02006	0.00000	1.00000	0.00000	0.00000
LG16_24105000_24110000	116.00000	0.00000	0.00501	0.00718	0.01306	10.00000	0.00795	0.00950	0.00791	0.00886	0.03247	0.46571	0.00898	0.00026	0.00239	0.01436	0.26649	1.59892	0.01577	0.00000	1.00000	0.00000	0.00000
LG17_185000_190000	122.00000	0.00000	0.00946	0.00413	0.01602	9.00000	0.01131	0.00825	0.01116	0.00882	0.08642	-0.41715	0.01031	0.00053	0.00388	0.01674	0.37647	1.62353	0.02892	0.00000	1.00000	0.00000	0.00000
LG17_1020000_1025000	178.00000	0.00000	0.00747	0.01077	0.02088	21.00000	0.01264	0.01300	0.01242	0.01386	0.11887	-0.40409	0.01256	-0.00026	0.00484	0.01978	0.38484	1.57434	-0.01103	0.00000	1.00000	0.00000	0.00000
LG17_1585000_1590000	147.00000	0.00000	0.00207	0.01867	0.00975	6.00000	0.00462	0.01243	0.00518	0.01245	-0.69365	-0.00720	0.01006	0.00154	0.00145	0.02158	0.14433	2.14433	0.08943	0.00000	1.00000	0.00000	0.00000
LG17_1685000_1690000	106.00000	0.00000	0.00192	0.00938	0.01130	6.00000	0.00571	0.00900	0.00579	0.00906	-0.08364	-0.04285	0.00729	-0.00007	0.00128	0.01109	0.17561	1.52195	-0.00530	0.00000	1.00000	0.00000	0.00000
LG17_2765000_2770000	82.00000	0.00000	0.00187	0.01329	0.00187	2.00000	0.00143	0.00598	0.00164	0.00664	-0.80198	-0.63894	0.00550	0.00180	0.00249	0.00893	0.45283	1.62264	0.20954	0.00000	1.00000	0.00000	0.00000
LG17_4840000_4845000	70.00000	0.00000	0.00310	0.00662	0.00476	3.00000	0.00309	0.00487	0.00344	0.00499	-0.65440	-0.14766	0.00402	0.00004	0.00021	0.00890	0.05143	2.21143	0.00595	0.00000	1.00000	0.00000	0.00000
LG17_5485000_5490000	69.00000	0.00000	0.00631	0.00294	0.00526	4.00000	0.00443	0.00328	0.00506	0.00359	-0.80482	-0.55261	0.00431	0.00046	0.00126	0.00736	0.29268	1.70732	0.06056	0.00000	1.00000	0.00000	0.00000
LG17_7200000_7205000	100.00000	0.00000	0.00397	0.00921	0.00774	3.00000	0.00529	0.00745	0.00513	0.00742	0.19397	0.02283	0.00636	-0.00001	0.00146	0.01130	0.23035	1.77697	-0.00080	0.00000	1.00000	0.00000	0.00000
LG17_7555000_7560000	53.00000	0.00000	0.00377	0.00461	0.00272	8.00000	0.00299	0.00312	0.00285	0.00321	0.32225	-0.19162	0.00302	-0.00004	0.00000	0.00608	0.00000	2.01544	-0.00670	0.00000	1.00000	0.00000	0.00000
LG17_7715000_7720000	67.00000	0.00000	0.00547	0.00421	0.00442	3.00000	0.00415	0.00350	0.00433	0.00378	-0.26448	-0.45841	0.00389	0.00006	0.00000	0.00820	0.00000	2.10811	0.00891	0.00000	1.00000	0.00000	0.00000
LG17_7970000_7975000	122.00000	0.00000	0.00348	0.01600	0.00881	5.00000	0.00538	0.01068	0.00538	0.01087	-0.00323	-0.10966	0.00911	0.00108	0.00139	0.01762	0.15276	1.93494	0.06816	0.00000	1.00000	0.00000	0.00000
LG17_7980000_7985000	74.00000	0.00000	0.00537	0.00661	0.00331	6.00000	0.00357	0.00362	0.00380	0.00435	-0.39145	-1.06251	0.00407	0.00047	0.00083	0.00806	0.20339	1.98305	0.06634	0.00000	1.00000	0.00000	0.00000
LG17_10375000_10380000	36.00000	0.00000	0.00021	0.00705	0.00021	0.00000	0.00014	0.00390	0.00018	0.00318	-1.13197	1.44047	0.00338	0.00136	0.00000	0.00705	0.00000	2.08874	0.26834	0.00000	1.00000	0.00000	0.00000
LG17_10755000_10760000	78.00000	0.00000	0.00638	0.00729	0.00410	6.00000	0.00445	0.00467	0.00459	0.00499	-0.19456	-0.41875	0.00648	0.00192	0.00046	0.00957	0.07031	1.47656	0.18719	0.00000	1.00000	0.00000	0.00000
LG17_10765000_10770000	99.00000	0.00000	0.00501	0.01212	0.00355	2.00000	0.00325	0.00651	0.00375	0.00686	-0.86128	-0.33616	0.00576	0.00088	0.00063	0.01045	0.10887	1.81452	0.08983	0.00000	1.00000	0.00000	0.00000
LG17_10820000_10825000	116.00000	0.00000	0.00683	0.00952	0.00766	7.00000	0.00608	0.00756	0.00634	0.00752	-0.26400	0.03247	0.00885	0.00203	0.00228	0.01325	0.25714	1.49610	0.13966	0.00000	1.00000	0.00000	0.00000
LG17_11625000_11630000	80.00000	0.00000	0.00313	0.00710	0.00647	6.00000	0.00443	0.00606	0.00421	0.00595	0.33472	0.12041	0.00563	0.00039	0.00084	0.00877	0.14845	1.55876	0.03854	0.00000	1.00000	0.00000	0.00000
LG17_18205000_18210000	58.00000	0.00000	0.00294	0.00588	0.00336	3.00000	0.00235	0.00378	0.00276	0.00405	-0.93473	-0.42130	0.00353	0.00047	0.00021	0.00903	0.05941	2.55446	0.07701	0.00000	1.00000	0.00000	0.00000
LG17_18635000_18640000	125.00000	0.00000	0.00977	0.01019	0.00603	7.00000	0.00674	0.00634	0.00692	0.00710	-0.17131	-0.69717	0.00838	0.00184	0.00229	0.01518	0.27310	1.81241	0.13305	0.00000	1.00000	0.00000	0.00000
LG17_20425000_20430000	75.00000	0.00000	0.00479	0.00707	0.00375	2.00000	0.00362	0.00490	0.00374	0.00474	-0.19772	0.21385	0.00566	0.00141	0.00062	0.01040	0.11020	1.83673	0.15257	0.00000	1.00000	0.00000	0.00000
